sentiment,text
positive,I ordered this for a husband to use in our car. He has a similar item but it's a very basic low quality 1. It just plugs into the cigarette lighter outlet and only has a few different options and alerts. This 1 is far more advanced and much more high Tech and protect and literally has everything on it!<br /><br />It's super easy to set up but it's definitely got a learning curve when it comes to figuring out all the different functions and capabilities. There aren't very detailed instructions but you can look that up online that's what my husband did.<br /><br />He definitely still hasn't figured out how the different ways to use it and what all it does and how to do it lol but he knows how to use it to check some of the lights that pop up on the - and he did figure out how to disable the airbag deploy sensor which is very handy if you get into an accident and can't afford a mechanic lol I would say that feature alone makes this worth it in a great value for the money!<br /><br />This will work on a wide range of vehicles because we've tried it out in our early 2000 Lincoln car as well as his 2 thousandand 1 Chevy pickup truck and it worked fine for both. I would say as long as your vehicle has a computer in it this will probably work.<br /><br />Like I said still a lot to learn before he masters it and I have no idea how to use it but would definitely order again
negative,Works just fine.
positive,"Excellent bargain, I love it."
negative,"You get what you pay for. As noted by other reviewers, the outlet hose is flimsy and probably won't hold up to many uses. Also, I had to figure out how it went together as it did not include any instructions."
positive,Good quality product not sure the mileage I will get out of it. It did fit as Fram says but Amazon wasn't sure and they need to update it does.
positive,"incredible difference, absolutely the best lights i have ever had. Amazing increase in visibility and distance over any other light."
positive,"I needed to replace my severely hazed over lenses on my 06 Ram 2500.  I tried a few years ago to use one of the restore kits, that lasted only a few months.  It took less time to install these then the restore job.  Im extremely happy with these replacement light assemblies.  They fit exactly as the OEM'S...no issues. They even came with new lamps and sockets and didn't require any headlamp alignments.  No regrets."
positive,Great brush. Happy with it so far
negative,It's and okay sticker pack. Some stickers were blurry.
positive,"There are cheaper products that operate off a car battery only, via the cigerrette ligher. This unit has ac power so I can use it inside the house to pump up the inflatable guest bed.  Is it noisey? Sure, it is an electric motor in plastic housing sitting on a concrete driveway. Not a problem.  You don't think air supply vendors at gas stations are slowing down their compressors to increase profits? The last time I used a pay for air unit it billed my credit card $3.00 to partially fill two tires.  Now that I own the Kensun, never again.  I am old enough to remember when your tires were filled, oil checked and windshield was cleaned for 27 cents a gallon of fuel.  The unit is not super fast but steady and sure.  Tire pressure is key to safety and handling.  I live a mile up in the mountains and that altitude along with hot temps steals air pressure.<br /><br />On my van, the wheel covers make it very difficultt to screw the hose onto the tire valve stem.  I also purchased a Slime 20332 hose adapter which is the perfect size for the Kensun. It allows you to snap a tight connection to the Kensun hose. Nice storage case with various connectors and there is room for the Slime hose adapter. I am very pleased with this purchase."
negative,the scratches are still very visible!!!!!  waste of money.  this product didn't work on superficial scratches to door dings. i still have scratches
positive,This product works as advertised and easy to used.
negative,It’s just useless
positive,"Installed these on my snow blower.  No plastic parts, very sturdy and very bright."
positive,"Fast shipping, they look amazing!"
